,MN_EARN_WNE_P6
4059,22000.0
4965,31200.0
4565,32035.23115463448
4660,32035.23115463448
1798,48200.0
461,27800.0
2944,32000.0
1795,17400.0
1869,22800.0
1345,31000.0
4791,21100.0
1214,24000.0
1372,66300.0
243,27500.0
4039,17000.0
2799,28000.0
1679,36700.0
3850,48100.0
1312,34300.0
648,42300.0
3238,32800.0
2643,42100.0
4409,32035.23115463448
155,29300.0
3428,32800.0
3453,21800.0
1303,41400.0
1150,23000.0
3047,38400.0
1046,34200.0
1640,22100.0
1306,39500.0
1927,74200.0
3439,31300.0
4121,20000.0
2244,25500.0
3136,32100.0
15,33400.0
3538,23400.0
2669,18200.0
1360,30400.0
1844,28900.0
3098,27600.0
1612,31500.0
497,66700.0
2840,26500.0
4611,32035.23115463448
4974,34800.0
3633,20900.0
1478,46000.0
1095,17500.0
542,37400.0
4729,20900.0
4074,30500.0
431,37500.0
728,34700.0
4412,32035.23115463448
2561,36500.0
1337,33800.0
3606,32035.23115463448
2877,31800.0
4415,32035.23115463448
1031,28000.0
1110,27700.0
1888,28200.0
3550,20400.0
1527,20000.0
753,34900.0
3049,28100.0
2628,35400.0
562,51400.0
4764,57800.0
3562,28500.0
252,33700.0
2516,29600.0
2962,25200.0
4453,38400.0
1202,26000.0
3462,19800.0
2797,33600.0
4225,38400.0
144,28600.0
2895,21500.0
2763,29500.0
905,29900.0
3980,34200.0
235,33800.0
